-3.00000	0.980085	0.279394
-2.99000	0.977195	0.298545
-2.98000	0.974114	0.317571
-2.97000	0.970844	0.336459
-2.96000	0.967385	0.355229
-2.95000	0.963739	0.373852
-2.94000	0.959908	0.392324
-2.93000	0.955893	0.410637
-2.92000	0.951695	0.428790
-2.91000	0.947317	0.446776
-2.90000	0.942760	0.464571
-2.89000	0.938025	0.482184
-2.88000	0.933116	0.499609
-2.87000	0.928033	0.516832
-2.86000	0.922779	0.533843
-2.85000	0.917356	0.550649
-2.84000	0.911766	0.567234
-2.83000	0.906012	0.583583
-2.82000	0.900095	0.599703
-2.81000	0.894018	0.615591
-2.80000	0.887783	0.631228
-2.79000	0.881393	0.646606
-2.78000	0.874851	0.661728
-2.77000	0.868159	0.676590
-2.76000	0.861319	0.691178
-2.75000	0.854335	0.705495
-2.74000	0.847209	0.719526
-2.73000	0.839944	0.733259
-2.72000	0.832544	0.746712
-2.71000	0.825010	0.759870
-2.70000	0.817346	0.772718
-2.69000	0.809556	0.785249
-2.68000	0.801641	0.797474
-2.67000	0.793606	0.809383
-2.66000	0.785454	0.820959
-2.65000	0.777187	0.832209
-2.64000	0.768809	0.843132
-2.63000	0.760324	0.853711
-2.62000	0.751735	0.863954
-2.61000	0.743045	0.873852
-2.60000	0.734258	0.883391
-2.59000	0.725378	0.892586
-2.58000	0.716407	0.901425
-2.57000	0.707349	0.909898
-2.56000	0.698209	0.918010
-2.55000	0.688989	0.925750
-2.54000	0.679694	0.933123
-2.53000	0.670326	0.940129
-2.52000	0.660891	0.946751
-2.51000	0.651391	0.952998
-2.50000	0.641831	0.958860
-2.49000	0.632214	0.964338
-2.48000	0.622544	0.969437
-2.47000	0.612825	0.974143
-2.46000	0.603061	0.978455
-2.45000	0.593256	0.982386
-2.44000	0.583414	0.985923
-2.43000	0.573538	0.989062
-2.42000	0.563632	0.991806
-2.41000	0.553702	0.994149
-2.40000	0.543749	0.996092
-2.39000	0.533780	0.997648
-2.38000	0.523796	0.998801
-2.37000	0.513804	0.999549
-2.36000	0.503805	0.999904
-2.35000	0.493806	0.999857
-2.34000	0.483808	0.999410
-2.33000	0.473817	0.998560
-2.32000	0.463837	0.997311
-2.31000	0.453871	0.995669
-2.30000	0.443924	0.993624
-2.29000	0.433999	0.991184
-2.28000	0.424100	0.988346
-2.27000	0.414232	0.985111
-2.26000	0.404398	0.981481
-2.25000	0.394602	0.977463
-2.24000	0.384849	0.973056
-2.23000	0.375141	0.968255
-2.22000	0.365483	0.963064
-2.21000	0.355880	0.957491
-2.20000	0.346334	0.951536
-2.19000	0.336849	0.945203
-2.18000	0.327430	0.938490
-2.17000	0.318079	0.931399
-2.16000	0.308801	0.923935
-2.15000	0.299600	0.916103
-2.14000	0.290479	0.907905
-2.13000	0.281442	0.899346
-2.12000	0.272492	0.890425
-2.11000	0.263634	0.881144
-2.10000	0.254870	0.871516
-2.09000	0.246203	0.861539
-2.08000	0.237639	0.851217
-2.07000	0.229179	0.840554
-2.06000	0.220828	0.829552
-2.05000	0.212588	0.818221
-2.04000	0.204463	0.806564
-2.03000	0.196457	0.794581
-2.02000	0.188572	0.782282
-2.01000	0.180811	0.769671
-2.00000	0.173178	0.756752
-1.99000	0.165676	0.743529
-1.98000	0.158308	0.730009
-1.97000	0.151076	0.716197
-1.96000	0.143984	0.702099
-1.95000	0.137034	0.687719
-1.94000	0.130229	0.673065
-1.93000	0.123572	0.658142
-1.92000	0.117066	0.642955
-1.91000	0.110713	0.627512
-1.90000	0.104516	0.611816
-1.89000	0.098477	0.595877
-1.88000	0.092599	0.579699
-1.87000	0.086883	0.563289
-1.86000	0.081333	0.546654
-1.85000	0.075950	0.529801
-1.84000	0.070737	0.512735
-1.83000	0.065695	0.495463
-1.82000	0.060827	0.477994
-1.81000	0.056135	0.460335
-1.80000	0.051621	0.442491
-1.79000	0.047286	0.424469
-1.78000	0.043131	0.406278
-1.77000	0.039160	0.387925
-1.76000	0.035373	0.369416
-1.75000	0.031772	0.350759
-1.74000	0.028358	0.331963
-1.73000	0.025132	0.313033
-1.72000	0.022097	0.293978
-1.71000	0.019253	0.274806
-1.70000	0.016601	0.255524
-1.69000	0.014142	0.236139
-1.68000	0.011878	0.216660
-1.67000	0.009809	0.197095
-1.66000	0.007936	0.177450
-1.65000	0.006260	0.157735
-1.64000	0.004782	0.137957
-1.63000	0.003501	0.118123
-1.62000	0.002419	0.098242
-1.61000	0.001536	0.078322
-1.60000	0.000853	0.058370
-1.59000	0.000369	0.038395
-1.58000	0.000085	0.018405
-1.57000	0.000001	-0.00159
-1.56000	0.000117	-0.02159
-1.55000	0.000432	-0.04157
-1.54000	0.000948	-0.06155
-1.53000	0.001663	-0.08149
-1.52000	0.002578	-0.10141
-1.51000	0.003692	-0.12128
-1.50000	0.005004	-0.14111
-1.49000	0.006514	-0.16087
-1.48000	0.008221	-0.18058
-1.47000	0.010126	-0.20021
-1.46000	0.012226	-0.21976
-1.45000	0.014521	-0.23923
-1.44000	0.017010	-0.25860
-1.43000	0.019693	-0.27786
-1.42000	0.022568	-0.29702
-1.41000	0.025633	-0.31605
-1.40000	0.028889	-0.33496
-1.39000	0.032333	-0.35374
-1.38000	0.035964	-0.37237
-1.37000	0.039780	-0.39085
-1.36000	0.043781	-0.40918
-1.35000	0.047964	-0.42735
-1.34000	0.052328	-0.44534
-1.33000	0.056871	-0.46316
-1.32000	0.061591	-0.48079
-1.31000	0.066487	-0.49822
-1.30000	0.071556	-0.51546
-1.29000	0.076796	-0.53249
-1.28000	0.082206	-0.54931
-1.27000	0.087782	-0.56591
-1.26000	0.093524	-0.58229
-1.25000	0.099428	-0.59843
-1.24000	0.105493	-0.61433
-1.23000	0.111715	-0.62998
-1.22000	0.118092	-0.64539
-1.21000	0.124623	-0.66053
-1.20000	0.131303	-0.67541
-1.19000	0.138131	-0.69002
-1.18000	0.145104	-0.70436
-1.17000	0.152218	-0.71841
-1.16000	0.159472	-0.73218
-1.15000	0.166862	-0.74565
-1.14000	0.174385	-0.75883
-1.13000	0.182039	-0.77170
-1.12000	0.189819	-0.78426
-1.11000	0.197724	-0.79651
-1.10000	0.205749	-0.80844
-1.09000	0.213893	-0.82004
-1.08000	0.222150	-0.83132
